track_genre_acoustic,track_genre_afrobeat,track_genre_alt-rock,track_genre_alternative,track_genre_ambient,track_genre_anime,track_genre_black-metal,track_genre_bluegrass,track_genre_blues,track_genre_brazil,track_genre_breakbeat,track_genre_british,track_genre_cantopop,track_genre_chicago-house,track_genre_children,track_genre_chill,track_genre_classical,track_genre_club,track_genre_comedy,track_genre_country,track_genre_dance,track_genre_dancehall,track_genre_death-metal,track_genre_deep-house,track_genre_detroit-techno,track_genre_disco,track_genre_disney,track_genre_drum-and-bass,track_genre_dub,track_genre_dubstep,track_genre_edm,track_genre_electro,track_genre_electronic,track_genre_emo,track_genre_folk,track_genre_forro,track_genre_french,track_genre_funk,track_genre_garage,track_genre_german,track_genre_gospel,track_genre_goth,track_genre_grindcore,track_genre_groove,track_genre_grunge,track_genre_guitar,track_genre_happy,track_genre_hard-rock,track_genre_hardcore,track_genre_hardstyle,track_genre_heavy-metal,track_genre_hip-hop,track_genre_honky-tonk,track_genre_house,track_genre_idm,track_genre_indian,track_genre_indie,track_genre_indie-pop,track_genre_industrial,track_genre_iranian,track_genre_j-dance,track_genre_j-idol,track_genre_j-pop,track_genre_j-rock,track_genre_jazz,track_genre_k-pop,track_genre_kids,track_genre_latin,track_genre_latino,track_genre_malay,track_genre_mandopop,track_genre_metal,track_genre_metalcore,track_genre_minimal-techno,track_genre_mpb,track_genre_new-age,track_genre_opera,track_genre_pagode,track_genre_party,track_genre_piano,track_genre_pop,track_genre_pop-film,track_genre_power-pop,track_genre_progressive-house,track_genre_psych-rock,track_genre_punk,track_genre_punk-rock,track_genre_r-n-b,track_genre_reggae,track_genre_reggaeton,track_genre_rock,track_genre_rock-n-roll,track_genre_rockabilly,track_genre_romance,track_genre_sad,track_genre_salsa,track_genre_samba,track_genre_sertanejo,track_genre_show-tunes,track_genre_singer-songwriter,track_genre_ska,track_genre_sleep,track_genre_songwriter,track_genre_soul,track_genre_spanish,track_genre_study,track_genre_swedish,track_genre_synth-pop,track_genre_tango,track_genre_techno,track_genre_trance,track_genre_trip-hop,track_genre_turkish,track_genre_world-music,duration_class_long,duration_class_mid_normal,duration_class_normal,duration_class_short,duration_class_very_long,loudness_level,popularity_level,tempo_class,popularity,time_signature,key_mode,artist_song_count,album_freq,danceability,loudness,speechiness,acousticness,valence,tempo,loudness_intensity,happy_dance,acoustics_instrumental,artists_avg_popularity,tempo_vs_genre,energy_rank_pct,loud_energy_ratio,mood_pca,mood_cluster,acoustic_valence_mood_cluster,explicit,energy,mode,instrumentalness,liveness,key_sin,key_cos,duration_log,duration_log_z,time_signature_class_boolean,loudness_yeo,is_instrumental,is_dance_hit,temp_zscore,track_genre,track_genre_le
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.885958138265689,0.2218242027933286,0.1764657721322572,-0.5753061213731058,-0.5149008301660896,-0.5405066687053443,0.5694489654171969,-0.4932485559803976,-0.4027018864603461,-1.141965751194164,0.6025488625400534,0.2669876454367633,-1.0396098620743657,-0.3063176392357594,1.0349263123052932,0.692031526512932,0.1249975461811307,-0.0093353358057444,-0.722644690969597,1.562235756300636,-1.5812435666834157,0.0,0.71,0.0,0.0,0.47,1.2246467991473532e-16,-1.0,1.3791228740348669,-0.4998235669271212,1.0,0.5208270450247809,0.0,0.0,0.6025462197529065,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.2582922745015567,0.2218242027933286,1.3020312109394447,-0.5753061213731058,-0.2166407528391109,0.7617712606997831,-0.0554845015556332,0.9396148390593412,-0.916053159852255,0.5243157077132052,1.2618288553346786,-1.0890990324349616,0.6874683271309833,-0.3063169908241926,0.3017224624970692,1.3812942493749734,0.3280292964690184,-0.0093933292234466,0.6918881724525205,0.8942275944328577,0.0665120962330952,1.0,0.748,0.0,1.23e-05,0.0572,-0.8660254037844386,0.5000000000000001,1.3015531326648,-0.767568452745661,1.0,-0.2941141896284069,0.0,0.0,1.2618233209369096,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,-0.1003739333636616,-2.0896691513416523,-0.9490996666749302,-0.5753061213731058,-0.5149008301660896,-0.8401458383029842,-0.5637027457753447,-0.5291883639087871,-0.9212257678794024,-0.6675383913663714,1.927913802517592,-0.3083868563497027,-0.8249742317562556,-0.267059182440082,-0.117251165964773,2.077671402284772,-0.957681455073422,-0.0091392394572916,-0.9745784915626826,-1.4438009721043656,0.3960632288163974,0.0,0.443,0.0,0.894,0.0959,0.8660254037844386,0.5000000000000001,1.0714123687414554,-1.5619376419489313,1.0,-0.7875781034506376,1.0,0.0,1.9279053466625828,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.303125550484709,-2.0896691513416523,0.4578571318340541,-0.4550857969895056,-0.5149008301660896,0.4506075076560804,0.6038471486136013,-0.2965253967934235,0.2859767404098772,1.0566000626419485,0.7941216716181516,0.3016859761641884,0.9704560711979624,-0.3063176392357594,0.4239231041317733,0.892316682220112,0.1870177216413686,-0.0093409718953981,0.9300482674285228,-0.4417887293026986,-1.2516924341001134,0.0,0.721,0.0,0.0,0.0816,-0.4999999999999997,-0.8660254037844388,1.5827276824886891,0.2029523509594704,1.0,0.5760110642835948,0.0,0.0,0.7941181885901727,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.303125550484709,0.2218242027933286,-0.9209605307047504,-0.5031739267429457,-0.5149008301660896,1.0614104302974232,-0.4084138378193219,-0.3750255035843795,0.5446071417672537,1.2340281809515294,0.7284071611038118,-0.8251308938268537,1.5449812514747678,-0.3053225176179685,0.5243022026174229,0.8236136077393276,-0.4900231991532556,-0.0092829354496682,0.879671456677077,-0.4417887293026986,-1.2516924341001134,1.0,0.571,1.0,0.000392,0.117,0.8660254037844386,0.5000000000000001,1.260664998391222,-0.9087006603442904,1.0,-0.648109985972713,0.0,0.0,0.7284039663005306,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.303125550484709,0.2218242027933286,0.4578571318340541,-0.5753061213731058,-0.5149008301660896,-0.1544331232622309,-2.324770425373931,-0.050621447809706,0.6077610769824271,-1.0455374260259134,1.1269973571118554,0.1078663076722381,-0.9112837272313654,-0.3063176392357594,0.3540941660547995,1.2403308853895263,-1.4818901992500817,-0.0086894720203897,-1.537580036460713,-0.4417887293026986,1.714267759149606,0.0,0.207,0.0,0.0,0.138,-0.4999999999999997,-0.8660254037844388,1.8552557807871823,1.1436284866856528,1.0,-1.957311086171788,0.0,0.0,1.126992414086791,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.303125550484709,0.2218242027933286,-0.3863169472713365,-0.4550857969895056,-0.3870750827402415,-0.8113343796878265,-0.1234855342329187,-0.489465418303725,-0.8110973341851335,-0.7408239184942419,-2.2944936801753726,0.0376886565565238,-0.8582292031430458,-0.2725423009163189,0.3802800178336646,-2.336762693033852,-0.8374546916200017,-0.009156160628189,-0.9470512981779158,-0.1077846483688094,0.3960632288163974,0.0,0.48,0.0,0.146,0.0894,0.8660254037844387,-0.4999999999999998,1.6450141721142877,0.4179445471211412,1.0,-0.366883804256998,0.0,0.0,-2.2944836164962528,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.303125550484709,0.2218242027933286,0.1764657721322572,-0.4550857969895056,-0.5149008301660896,-0.2581543742767987,0.0282243720032471,-0.5367546392621322,-0.91063996540524,-0.8835378397432526,-0.669777462352308,-0.6119843840466896,-0.8190742375915633,-0.3061882077090955,0.4762948076895036,-0.6381576444749253,-0.0406883953656338,-0.0093421352552015,-0.5633562603155984,0.2262194325650796,-1.5812435666834157,0.0,0.676,0.0,0.00209,0.114,1.2246467991473532e-16,-1.0,1.4601293793584151,-0.2202161177422787,1.0,-0.2010928307273021,0.0,0.0,-0.6697745246996479,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.3479588264678613,0.2218242027933286,1.5834225706412417,-0.5512620564963857,-0.5149008301660896,0.3814600069797019,-0.653774289058416,-0.417585802446946,1.0769045957237149,-0.4476818099827602,-1.0055552607468994,-0.5863846889810416,-0.3208098886479495,-0.3063176392357594,0.3279083142759343,-0.989205942811766,-0.8693460067329462,-0.0091877360057756,-0.5428783718764231,-1.1097968911704768,-0.2630390363502068,0.0,0.471,0.0,0.0,0.152,-0.5000000000000004,0.8660254037844384,1.3835698195917627,-0.484474193455679,1.0,-0.8646443810523727,0.0,0.0,-1.005550850368449,turkish,112.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.3479588264678613,0.2218242027933286,0.4578571318340541,-0.4310417321127855,-0.3444665002649589,-1.324178343037633,-0.7685011775227248,-0.4232605089619549,1.2302784383891354,-1.0956801551134037,0.6691973864018048,0.1570447809433244,-1.141378452610598,-0.3050614742557966,0.6608427154643625,0.7617110913924278,-1.2451894855080323,-0.0089359440123854,-1.5564891507043317,1.562235756300636,-0.9221413015168112,0.0,0.333,0.0,0.000339,0.243,-0.4999999999999997,-0.8660254037844388,1.7296860553635172,0.7102036588854864,1.0,-0.9591072854946808,0.0,0.0,0.6691944512933655,turkish,112.0
